Unique Identifier,"Carnegie Classification of Institutions of Higher Education (if your institution fits within a larger/home organization that has a Carnegie Classification, please indicate here)","If your home organization does not have a Carnegie Classification, please indicate your institution type:","If your home organization does not have a Carnegie Classification, please indicate your institution type: Other (please specify)",Are you responsible for purchasing or pledging financial support for digital content for your institution? Yes or No,Are you responsible for purchasing or pledging financial support for digital content for your institution? Other (please specify),Does your institution have an accessibility policy for digital content acquisition?,Does your institution have an accessibility policy for digital content acquisition? Other (please specify),Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. Section 508 of the Rehabilitation Act of 1973,Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. Americans with Disabilities Act,Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. State law governing my institution,Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. Non-legal internal mandate,Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. Non-legal institution-wide mandate,Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. Other (please specify),Do you have a timeline for implementing your accessibility policy for content acquisition?,Do you have a timeline for implementing your accessibility policy for content acquisition? Other (please specify),"Who is responsible for updating your accessibility policy for content acquisition, and how often is it audited/updated?",What documentation do you request from content providers to enforce your accessibility policy? Please select all that apply. VPAT,What documentation do you request from content providers to enforce your accessibility policy? Please select all that apply. Accessibility Statement,What documentation do you request from content providers to enforce your accessibility policy? Please select all that apply. Accessibility language required for content license,What documentation do you request from content providers to enforce your accessibility policy? Please select all that apply. None,What documentation do you request from content providers to enforce your accessibility policy? Please select all that apply. Other (please specify),What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. In-person training from other staff,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. In-person training from external areas of the institution,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. In-person training from outside of the institution,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. Webinars/on-line courses,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. Conferences/workshops,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. Self-training,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. None,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. Other (please specify),"If your institution provides financial support for the creation of Open Access (OA) content, are you held to the same accessibility mandates as for licensed content?","If your institution provides financial support for the creation of Open Access (OA) content, are you held to the same accessibility mandates as for licensed content? Other (please specify)",How is your accessibility policy for content acquisition enforced?,Are you responsible for creating or collating digital content from within your institution? Yes or No,Are you responsible for creating or collating digital content from within your institution?  Other (please specify),What type of content are you creating and making available for your community? Please select all that apply. Theses and Dissertations,What type of content are you creating and making available for your community? Please select all that apply. Journals,What type of content are you creating and making available for your community? Please select all that apply. Monographs,What type of content are you creating and making available for your community? Please select all that apply. Born digital or digitized archival/special collections materials,What type of content are you creating and making available for your community? Please select all that apply. Scholarly articles/publications,What type of content are you creating and making available for your community? Please select all that apply. Audio/video content,What type of content are you creating and making available for your community? Please select all that apply. Other campus publications,Does your institution have an accessibility policy in place that applies to the content you create and make available on the World Wide Web?,Does your institution have an accessibility policy in place that applies to the content you create and make available on the World Wide Web? Other (please specify),Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. Section 508 of the Rehabilitation Act of 1973,Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. Americans with Disabilities Act,Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. State law governing my institution,Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. Non-legal internal mandate,Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. Non-legal institution-wide mandate,Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. Other (please specify),Do you have a timeline for implementing your accessibility policy for content creation?,Do you have a timeline for implementing your accessibility policy for content creation? Other (please specify),"Who is responsible for updating your accessibility policy for content creation, and how often is it audited/updated?",Which tools/resources do you use to ensure your content conforms to the accessibility policy? WebAIM,Which tools/resources do you use to ensure your content conforms to the accessibility policy? WAVE Web Accessibility Evaluation Tool,Which tools/resources do you use to ensure your content conforms to the accessibility policy? AXE Accessibility,Which tools/resources do you use to ensure your content conforms to the accessibility policy? Built in screen reader(s),Which tools/resources do you use to ensure your content conforms to the accessibility policy? Manually tabbing through webpages,Which tools/resources do you use to ensure your content conforms to the accessibility policy? Accessibility features found in web browsers,Which tools/resources do you use to ensure your content conforms to the accessibility policy? None,Which tools/resources do you use to ensure your content conforms to the accessibility policy? ther (please specify),What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. In-person training from other staff,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. In-person training from external areas of the institution,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. In-person training from outside of the institution,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. Webinars/on-line courses,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. Conferences/workshops,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. Self-training,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. None,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. Other (please specify),How is your accessibility policy for content creation enforced?,"Are you responsible for purchasing, acquiring or creating systems within your institution? Yes or No","Are you responsible for purchasing, acquiring or creating systems within your institution? Other (please specify)",Does your institution have an accessibility policy for determining which systems will be used to host content on the World Wide Web?,Does your institution have an accessibility policy for determining which systems will be used to host content on the World Wide Web? Other (please specify),Which mandate(s) inform your accessibility policy for systems? Please select all that apply. Section 508 of the Rehabilitation Act of 1973,Which mandate(s) inform your accessibility policy for systems? Please select all that apply. Americans with Disabilities Act,Which mandate(s) inform your accessibility policy for systems? Please select all that apply. World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),Which mandate(s) inform your accessibility policy for systems? Please select all that apply. State law governing my institution,Which mandate(s) inform your accessibility policy for systems? Please select all that apply. Non-legal internal mandate,Which mandate(s) inform your accessibility policy for systems? Please select all that apply. Non-legal institution-wide mandate,Which mandate(s) inform your accessibility policy for systems? Please select all that apply. Other (please specify),Do you have a timeline for implementing your accessibility policy for systems?,Do you have a timeline for implementing your accessibility policy for systems? Other (please specify),"Who is responsible for updating your accessibility policy for systems, and how often is it audited/updated?",Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? WebAIM,Which tools/resources do you use to ensure your content conforms to the accessibility policy  for systems? WAVE Web Accessibility Evaluation Tool,Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? AXE Accessibility,Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? Built in screen reader(s),Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? Manually tabbing through webpages,Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? Accessibility features found in web browsers,Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? None,Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? Other (please specify),What training has been provided to help staff understand and implement your accessibility policy for systems?  In-person training from other staff,What training has been provided to help staff understand and implement your accessibility policy for systems?  In-person training from external areas of the institution,What training has been provided to help staff understand and implement your accessibility policy for systems?  In-person training from outside of the institution,What training has been provided to help staff understand and implement your accessibility policy for systems?  Webinars/on-line courses,What training has been provided to help staff understand and implement your accessibility policy for systems?  Conferences/workshops,What training has been provided to help staff understand and implement your accessibility policy for systems?  Self-training,What training has been provided to help staff understand and implement your accessibility policy for systems?  None,What training has been provided to help staff understand and implement your accessibility policy for systems?  Other (please specify),"If your institution chooses to use Open Source Software (OSS), whether hosted locally or through a third party hosting agent, are those applications held to the same accessibility mandates as proprietary software?","If your institution chooses to use Open Source Software (OSS), whether hosted locally or through a third party hosting agent, are those applications held to the same accessibility mandates as proprietary software? Other (please specify)",How is your accessibility policy for systems enforced?
52,Other ,Other (please specify),Doctoral level college,Yes,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,,,,,Non-legal internal mandate,,,All content must conform with the policy at this time,,"Annually by the Electronic Resources Librarian and the Senior Director, Library",,,Accessibility language required for content license,,,In-person training from other staff,In-person training from external areas of the institution,In-person training from outside of the institution,Webinars/on-line courses,Conferences/workshops,Self-training,,,We do not contribute to OA Initiatives,,Content is unavailable to external users,Other (please specify),We outsource this to Lyrasis,,Journals,,Born digital or digitized archival/special collections materials,,,Other campus publications,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Baccalaureate College—Diverse Fields (324),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Journals,,Born digital or digitized archival/special collections materials,,Audio/video content,Other campus publications,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,Non-legal internal mandate,,,Other (please specify),no timeline that I know of. We make accessible as we create/post.,not known by this writer,,,,,,Accessibility features found in web browsers,,manually embedded metadata,,,,,,Self-training,,We have a staff member who has gone through training but I am not her supervisor.,self-monitored,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Doctoral University – Higher Research Activity (R2),,,Yes,,"Yes - an informal policy, e.g. rule of thumb to generally follow",,,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),State law governing my institution,,,,1 – 2 years,,unsure,,,Accessibility language required for content license,,,,,,,,,None,,Yes,,unsure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Independent Archives,Independent Archives,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Theses and Dissertations,Journals,Monographs,Born digital or digitized archival/special collections materials,Scholarly articles/publications,Audio/video content,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Independent Archives,Independent Archives,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,,,Non-legal internal mandate,,,All systems must conform with the policy at this time,,"Done by committee discussion, not formal and updated as needed",,,,,,,None,,,,,,,,None,,Yes,,Loosely
57,Doctoral University – Moderate Research Activity (R3),,,Yes,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Independent Archives,Independent Archives,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Monographs,,,Audio/video content,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Doctoral University – Higher Research Activity (R2),,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Other ,Other (please specify),public library,Other (please specify),I conferred with our collection development manager,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),I conferred with our digital content manager,,,Monographs,Born digital or digitized archival/special collections materials,,Audio/video content,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),I conferred with our ILS & technology manager,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Doctoral University – Moderate Research Activity (R3),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,,,Other (please specify),"Probably, but not sure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Museum,Museum,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,Scholarly articles/publications,,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Master's College and University: Larger programs (M1),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Theses and Dissertations,,,Born digital or digitized archival/special collections materials,,Audio/video content,Other campus publications,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Doctoral University – Higher Research Activity (R2),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Theses and Dissertations,Journals,Monographs,Born digital or digitized archival/special collections materials,Scholarly articles/publications,Audio/video content,Other campus publications,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,Other (please specify),No timeline is set,"Student office of accessibility. It was created in the Spring of 2017, and has not been updated yet",,,,Built in screen reader(s),,,,,,In-person training from external areas of the institution,,,,Self-training,,,"It's really not enforced. We've referred to it as an unfunded mandate, but no consequences are set to things that don't comply",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Baccalaureate College—Arts & Sciences (259),,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Other ,Other (please specify),"Corporate Archives, physically located in a museum",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Master's College and University: Medium programs (M2),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Theses and Dissertations,Journals,Monographs,Born digital or digitized archival/special collections materials,Scholarly articles/publications,Audio/video content,Other campus publications,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Baccalaureate College—Arts & Sciences (259),Independent Archives,,Yes,,"Yes - an informal policy, e.g. rule of thumb to generally follow",,,,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,All content must conform with the policy at this time,,Our Admin,,Accessibility Statement,Accessibility language required for content license,,,In-person training from other staff,In-person training from external areas of the institution,,Webinars/on-line courses,Conferences/workshops,Self-training,,,We do not contribute to OA Initiatives,,Campus Wide Policy,Yes,,Theses and Dissertations,Journals,,,Scholarly articles/publications,Audio/video content,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,All content must conform with the policy at this time,,Admin,WebAIM,WAVE Web Accessibility Evaluation Tool,,Built in screen reader(s),,Accessibility features found in web browsers,,,In-person training from other staff,In-person training from external areas of the institution,In-person training from outside of the institution,Webinars/on-line courses,Conferences/workshops,Self-training,,,campus wide,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Doctoral University – Moderate Research Activity (R3),,,Other (please specify),"I track, process paperwork and recommend purchases",Other (please specify),We generally purchase from well established vendors who have guidelines in place to make their content accessible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Master's College and University: Medium programs (M2),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Theses and Dissertations,Journals,,Born digital or digitized archival/special collections materials,Scholarly articles/publications,Audio/video content,Other campus publications,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,Americans with Disabilities Act,,,,,,All content must conform with the policy at this time,,,,WAVE Web Accessibility Evaluation Tool,,,Manually tabbing through webpages,Accessibility features found in web browsers,,,In-person training from other staff,,In-person training from outside of the institution,Webinars/on-line courses,Conferences/workshops,Self-training,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Baccalaureate College—Arts & Sciences (259),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Master's College and University: Medium programs (M2),,,Yes,,"Yes - an informal policy, e.g. rule of thumb to generally follow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Doctoral University – Moderate Research Activity (R3),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),I have purchased an external website and a descriptive content database for our archives.,Other (please specify),"Yes, a policy with regard to the institution broadly, but it is determined within the IT department. It has not affected my choice of system for hosting archives content.",,,,State law governing my institution,,,I have not been informed about all mandates affecting the institution's accessibility policy.,Other (please specify),"I am not an administrator of accessibility policy, and have not been informed.","IT at the University level, Systems Librarian within our library",,,,,,,None,,,,,,,,None,,Other (please specify),Don't know,
74,Master's College and University: Larger programs (M1),,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Theses and Dissertations,,,Born digital or digitized archival/special collections materials,,,,Other (please specify),In progress.  I.T. is taking the lead in this.,,,,,,,Not certain.  I.T. is taking the lead in this.,Other (please specify),Not certain.,Chief Information Officer (I.T.),,,,,,,,Not certain.,In-person training from other staff,,,,,,,,Not yet enforced.,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Other ,Other (please specify),Public Library,Yes,,"Yes - an informal policy, e.g. rule of thumb to generally follow",,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Journals,,Born digital or digitized archival/special collections materials,,Audio/video content,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Other ,,,Other (please specify),"I compile information about purchase options and can make recommendations, but do not have final say.","Yes - an informal policy, e.g. rule of thumb to generally follow",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,1 – 2 years,,We have not had this discussion yet.,VPAT,Accessibility Statement,Accessibility language required for content license,,,,In-person training from external areas of the institution,,Webinars/on-line courses,,Self-training,,,We do not contribute to OA Initiatives,,Informally.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Master's College and University: Smaller programs (M3),,,Yes,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,All content must conform with the policy at this time,,Administration / unsure of time to update,,Accessibility Statement,Accessibility language required for content license,,,In-person training from other staff,In-person training from external areas of the institution,In-person training from outside of the institution,Webinars/on-line courses,Conferences/workshops,Self-training,,,We do not contribute to OA Initiatives,,Reinforcement of the accessibility requirement by college administrators.  ,Yes,,Theses and Dissertations,,,Born digital or digitized archival/special collections materials,,Audio/video content,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,All content must conform with the policy at this time,,College administrators,WebAIM,WAVE Web Accessibility Evaluation Tool,,Built in screen reader(s),Manually tabbing through webpages,Accessibility features found in web browsers,,SiteImprove,In-person training from other staff,In-person training from external areas of the institution,In-person training from outside of the institution,Webinars/on-line courses,Conferences/workshops,Self-training,,,Reiteration of the importance accessibility requirements,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Master's College and University: Larger programs (M1),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),State law governing my institution,Non-legal internal mandate,Non-legal institution-wide mandate,,All content must conform with the policy at this time,,Administrators,WebAIM,WAVE Web Accessibility Evaluation Tool,AXE Accessibility,Built in screen reader(s),Manually tabbing through webpages,Accessibility features found in web browsers,,,In-person training from other staff,In-person training from external areas of the institution,In-person training from outside of the institution,Webinars/on-line courses,Conferences/workshops,Self-training,,,administrators,Yes,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),State law governing my institution,Non-legal internal mandate,Non-legal institution-wide mandate,,All systems must conform with the policy at this time,,administrators,WebAIM,WAVE Web Accessibility Evaluation Tool,,Built in screen reader(s),Manually tabbing through webpages,Accessibility features found in web browsers,,,In-person training from other staff,In-person training from external areas of the institution,,Webinars/on-line courses,Conferences/workshops,Self-training,,,Yes,,Enforced
79,Doctoral University – Highest Research Activity (R1),,,Other (please specify),"Yes, but not the sole/only person","Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,Non-legal institution-wide mandate,,5+ years,,Me - annually,VPAT,,Accessibility language required for content license,,,In-person training from other staff,In-person training from external areas of the institution,In-person training from outside of the institution,Webinars/on-line courses,Conferences/workshops,,,,No,,it's tracked internally,Other (please specify),"yes, but not solely/only",,,,Born digital or digitized archival/special collections materials,,Audio/video content,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,Non-legal institution-wide mandate,,Other (please specify),NA,Digital Information unit,,WAVE Web Accessibility Evaluation Tool,,Built in screen reader(s),Manually tabbing through webpages,,,,In-person training from other staff,In-person training from external areas of the institution,In-person training from outside of the institution,Webinars/on-line courses,Conferences/workshops,,,,internally tracked,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Baccalaureate College—Arts & Sciences (259),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Master's College and University: Medium programs (M2),,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Master's College and University: Smaller programs (M3),,,Yes,,"Yes - an informal policy, e.g. rule of thumb to generally follow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Doctoral University – Higher Research Activity (R2),,,Other (please specify),"Not for the entire University, but for the Library",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Collating content for our institutional repository,Theses and Dissertations,,,Born digital or digitized archival/special collections materials,Scholarly articles/publications,,Other campus publications,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,Americans with Disabilities Act,,State law governing my institution,Non-legal internal mandate,Non-legal institution-wide mandate,,All content must conform with the policy at this time,,"Mr. Marcus Ladd, Instruction and Digital Initiatives Librarian.  Updated as needed",WebAIM,WAVE Web Accessibility Evaluation Tool,,Built in screen reader(s),Manually tabbing through webpages,,,,In-person training from other staff,,,Webinars/on-line courses,Conferences/workshops,Self-training,,,Through library and Division of Information Technology Offices,Other (please specify),"Not for the entire institution, for the Library only","Yes - a formal policy, e.g. a written policy approved by relevant administration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Other ,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Other ,Other (please specify),Federal government library and archives,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,Audio/video content,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,All content must conform with the policy at this time,,Public Services Division; constantly audited/annually,WebAIM,WAVE Web Accessibility Evaluation Tool,AXE Accessibility,Built in screen reader(s),Manually tabbing through webpages,Accessibility features found in web browsers,,,In-person training from other staff,,,,,Self-training,,,Public Services Division Web Team monitoring; automated scorecard services in development,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Master's College and University: Larger programs (M1),,,Yes,,Other (please specify),We will by the end of the month,,Americans with Disabilities Act,,,,,,All content must conform with the policy at this time,,Systems Librarian,VPAT,Accessibility Statement,,,,,,,,,,None,,We do not contribute to OA Initiatives,,review before purchase,Yes,,,,,,,Audio/video content,,Other (please specify),No but we're talking about it now.,,Americans with Disabilities Act,,,,,,1 – 2 years,,Accessibility Services,,,,,,,,None that I know of,,,,,,,None,,No formal mechanisms at this time,Other (please specify),For the library mainly,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Master's College and University: Smaller programs (M3),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,,State law governing my institution,Non-legal internal mandate,Non-legal institution-wide mandate,,5+ years,,director of library,,,,,,,None,,,,,,,,None,,We do not utilize OSS,,little
88,Other ,Other (please specify),Public Library,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Journals,Monographs,Born digital or digitized archival/special collections materials,Scholarly articles/publications,Audio/video content,,Other (please specify),unsure,,,,,,,unsure,Other (please specify),unsure,unsure,,,,,,,,unsure,,,,,,,,unsure,unsure,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Doctoral University – Highest Research Activity (R1),,,Yes,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,Non-legal institution-wide mandate,,All content must conform with the policy at this time,,"unknown, it's a new policy",VPAT,,Accessibility language required for content license,,,,,,,,,None,,Yes,,unknown,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
